AI_distance,TimestepsSoFar,ev_tdlam_before,AI_success_rate,loss_pol_entpen,EpLenMean,TimeElapsed,loss_ent,EpRewMean,EpThisIter,loss_kl,loss_vf_loss,AI_return,EpisodesSoFar,loss_pol_surr
20.219617984735777,1175,2.5928020477294922e-05,0.0,0.0,587.5,4.91790246963501,5.6552596,-6653.676127718692,2,0.006706996,107749.81,-6653.676127718692,2,-0.01363924
18.188534731113965,3761,-0.002615213394165039,0.0,0.0,626.8333333333334,9.698099613189697,5.6301064,-7174.306258057056,4,0.0072835973,104241.93,-7174.306258057056,6,-0.01568668
19.185534178390295,6047,0.0407639741897583,0.0,0.0,549.7272727272727,14.222602367401123,5.610719,-7997.112821589401,5,0.0098168,183432.84,-7997.112821589401,11,-0.022207264
19.737147741596093,7332,0.0069269537925720215,0.0,0.0,564.0,18.703094244003296,5.5734563,-8635.644021819151,2,0.007049475,172080.05,-8635.644021819151,13,-0.015957426
20.115633837784326,9938,0.004174232482910156,0.0,0.0,552.1111111111111,23.281352758407593,5.5789285,-8490.257563160529,5,0.007926239,117178.5,-8490.257563160529,18,-0.015089981
20.136740185674103,12014,0.0009710788726806641,0.0,0.0,522.3478260869565,27.845608711242676,5.570314,-8456.276820464891,5,0.008632287,145122.92,-8456.276820464891,23,-0.017079327
21.245381353568664,13821,3.522634506225586e-05,0.0,0.0,531.5769230769231,32.363173484802246,5.5333257,-8668.385624878976,3,0.0069893794,175319.67,-8668.385624878976,26,-0.013825694
21.247280608376858,16324,0.0016919374465942383,0.0,0.0,526.5806451612904,36.8805034160614,5.5102744,-8496.869774764788,5,0.00621774,153203.81,-8496.869774764788,31,-0.013883817
20.454611035383806,18087,0.04720902442932129,0.0,0.0,516.7714285714286,41.40361166000366,5.472594,-7976.607429542932,4,0.00715619,133422.05,-7976.607429542932,35,-0.013212753
20.133640167689848,20151,0.23690402507781982,0.0,0.0,503.775,45.93510437011719,5.487885,-7760.8273839295625,5,0.006472983,115315.32,-7760.8273839295625,40,-0.01719049
20.435685160309905,22329,0.09380877017974854,0.0,0.0,507.47727272727275,50.491968631744385,5.4660344,-7988.854830376899,4,0.0085995,132921.97,-7988.854830376899,44,-0.017706301
20.28358656138237,24565,-0.031119108200073242,0.0,0.0,491.3,55.02387976646423,5.4626317,-7637.694549755652,6,0.006920701,146825.53,-7637.694549755652,50,-0.013882544
20.057443999377096,26464,0.013812482357025146,0.0,0.0,481.1636363636364,59.54789185523987,5.469477,-7669.577102561867,5,0.0077467165,186364.94,-7669.577102561867,55,-0.016748814
19.53281728412207,28487,-0.010271787643432617,0.0,0.0,474.78333333333336,64.0608377456665,5.442744,-7415.268595610343,5,0.005465285,133909.78,-7415.268595610343,60,-0.0140897725
19.059836011191116,30435,-0.05181121826171875,0.0,0.0,475.546875,68.58278203010559,5.431627,-7040.614867894365,4,0.008096659,68796.64,-7040.614867894365,64,-0.014810424
18.918795501523363,32265,0.1012997031211853,0.0,0.0,474.4852941176471,73.08661651611328,5.4557204,-7002.737352365158,4,0.009476594,152553.61,-7002.737352365158,68,-0.017058846
19.387932821192006,34729,0.06583297252655029,0.0,0.0,489.14084507042253,77.5969786643982,5.471619,-7383.111039508413,3,0.00707508,209566.36,-7383.111039508413,71,-0.01694016
19.802506355874467,36779,0.08873260021209717,0.0,0.0,497.0135135135135,82.13050889968872,5.451548,-7836.114805769872,3,0.007334252,267436.47,-7836.114805769872,74,-0.016401406
19.71388701734843,38741,0.023696839809417725,0.0,0.0,490.39240506329116,86.66944074630737,5.4843144,-7864.48071908637,5,0.006122671,215174.55,-7864.48071908637,79,-0.014114146
19.88122704514895,40807,0.0003890395164489746,0.0,0.0,497.6463414634146,91.29181122779846,5.4923263,-8107.878771639641,3,0.0073154685,233683.98,-8107.878771639641,82,-0.01604291
20.005168831683616,42962,-0.00964665412902832,0.0,0.0,499.5581395348837,95.90398979187012,5.4812317,-8103.409339521566,4,0.005575867,169419.28,-8103.409339521566,86,-0.014029946
19.90517667543545,45012,0.0010429620742797852,0.0,0.0,500.1333333333333,100.46256113052368,5.469835,-8018.705770270534,4,0.0072802245,155638.11,-8018.705770270534,90,-0.014265384
19.928166114197147,46650,0.0006583929061889648,0.0,0.0,501.61290322580646,104.97071957588196,5.497206,-7905.990280356229,3,0.0076048425,112237.26,-7905.990280356229,93,-0.016416403
20.235366713624014,48885,0.0029770731925964355,0.0,0.0,503.96907216494844,109.45662522315979,5.474482,-8098.773977463032,4,0.007408638,269162.5,-8098.773977463032,97,-0.015750334
20.414847793439904,50896,-0.0003167390823364258,0.0,0.0,514.10101010101,113.9734218120575,5.4877734,-8206.28689010948,2,0.0070778555,135307.2,-8206.28689010948,99,-0.013515805
20.63350759919862,53054,0.0012874007225036621,0.0,0.0,502.45,118.47072267532349,5.458404,-8254.84465856718,4,0.0061906422,222763.53,-8363.048602123494,103,-0.012007484
20.650060652470582,55191,0.0028191208839416504,0.0,0.0,518.08,122.98531031608582,5.4663253,-8484.931226232427,2,0.008165195,149810.38,-8437.914444823418,105,-0.016548235
20.910206769003455,56964,0.1544409990310669,0.0,0.0,521.71,127.48569774627686,5.444239,-8627.7513344604,3,0.0060989214,239589.77,-8602.180412579668,108,-0.014087612
21.09267219801357,59109,0.083393394947052,0.0,0.0,530.62,131.97190880775452,5.480082,-8786.14938461496,3,0.0071837655,163343.8,-8707.956572062878,111,-0.017409727
21.327628911866032,60819,0.28541481494903564,0.0,0.0,525.23,136.5206332206726,5.4702926,-8969.143438942025,3,0.008718889,398214.66,-8981.068042831412,114,-0.018264223
21.55096356628168,63084,0.19687354564666748,0.0,0.0,537.23,141.0559115409851,5.4862657,-9499.235014393362,3,0.008948686,252629.88,-9299.0549193406,117,-0.016561195
21.762980647041058,65368,0.32845330238342285,0.0,0.0,546.77,145.61686182022095,5.48027,-9751.724017457838,3,0.0069607496,342406.16,-9586.294260281597,120,-0.016031312
21.78963848369465,66604,0.006999790668487549,0.0,0.0,549.58,150.15510034561157,5.466125,-9868.804214920376,2,0.0042622667,184342.08,-9663.697212158948,122,-0.011000939
