EpThisIter,loss_pol_surr,TimestepsSoFar,loss_pol_entpen,AI_return,EpRewMean,loss_ent,AI_distance,loss_kl,EpisodesSoFar,EpLenMean,AI_success_rate,ev_tdlam_before,loss_vf_loss,TimeElapsed
5,-0.017321657,306818,0.0,-4563.268679208388,-3037.262757872868,5.2886257,15.648393577102414,0.005282961,677,361.53,0.004431314623338257,0.7577690035104752,50109.355,701.1063334941864
5,-0.015173523,309030,0.0,-4549.32764091714,-2971.9845283113677,5.278677,15.626937736296085,0.004444967,682,358.96,0.004398826979472141,0.7398241460323334,60183.18,705.7370185852051
3,-0.012255007,310259,0.0,-4556.828107462057,-3031.6463299556017,5.2853436,15.623992709792011,0.0038563744,685,363.93,0.004379562043795621,0.5464531183242798,49323.535,710.4095666408539
2,-0.010380166,313284,0.0,-4552.294266570163,-3100.133443429704,5.2882075,15.607732924752597,0.003935406,687,391.08,0.004366812227074236,0.794620469212532,37508.63,715.0079011917114
5,-0.01513518,314321,0.0,-4530.691229580756,-2918.6962832564186,5.282744,15.607625851193001,0.004637061,692,385.17,0.004335260115606936,0.7905253618955612,36367.816,719.7067332267761
5,-0.01793852,317090,0.0,-4537.831218935433,-3065.669032330955,5.285933,15.602577095299054,0.005106341,697,395.24,0.00430416068866571,0.40080422163009644,38106.08,724.3354802131653
12,-0.0147382775,319411,0.0,-4515.01855499684,-3101.8075470242034,5.2547297,15.605081390522313,0.004315341,709,378.23,0.004231311706629055,0.14086514711380005,47332.77,729.0034468173981
12,-0.015800158,321344,0.0,-4472.329870159926,-2693.735542530865,5.2539935,15.584888854835324,0.005288892,721,333.74,0.004160887656033287,0.4420933723449707,23350.38,733.6850848197937
3,-0.013674805,323530,0.0,-4481.507404169804,-2737.5667695486495,5.248671,15.578924160745574,0.0034336986,724,342.43,0.004143646408839779,0.24171751737594604,135354.38,738.2964470386505
8,-0.015842818,325434,0.0,-4450.921852351624,-2593.4534919452653,5.2193894,15.59445810290706,0.0043641827,732,335.77,0.004098360655737705,0.2792056202888489,31035.676,742.9087264537811
3,-0.01564908,327474,0.0,-4463.539420377222,-2732.3487789645483,5.2328587,15.599376525771348,0.005129763,735,349.2,0.004081632653061225,0.11933386325836182,56688.6,747.6535768508911
8,-0.013108574,329037,0.0,-4441.516961766916,-2707.7447158036252,5.2439117,15.587468410330072,0.0044582835,743,336.26,0.004037685060565276,0.19270086288452148,33368.2,752.4990100860596
6,-0.014616557,331685,0.0,-4444.577854690294,-3061.2929570389197,5.2319636,15.589907628128852,0.0045685074,749,332.17,0.004005340453938585,0.2465854287147522,42767.8,757.1222150325775
4,-0.012193275,333521,0.0,-4450.185936876726,-3306.5522761220172,5.227448,15.592828836818198,0.0039928397,753,344.95,0.00398406374501992,0.16907429695129395,57125.977,761.7447261810303
9,-0.015161591,335825,0.0,-4434.977359461522,-3339.19165223076,5.2243705,15.589465317008983,0.004686091,762,342.91,0.003937007874015748,0.1671808958053589,40251.684,766.3652200698853
5,-0.015790598,337808,0.0,-4450.39786252271,-3661.5850307171218,5.2099094,15.592453439861943,0.003377912,767,351.52,0.003911342894393742,0.3483096957206726,113027.586,771.0096158981323
6,-0.011721428,339820,0.0,-4471.1835602059455,-3797.254236061966,5.177748,15.597512122292155,0.0072184,773,344.73,0.0038809831824062097,0.28700196743011475,126241.195,775.6201977729797
7,-0.017878417,341928,0.0,-4476.558871229211,-3910.0813497034183,5.222855,15.595755677303247,0.005091865,780,341.66,0.0038461538461538464,0.43529945611953735,64967.414,780.3076617717743
3,-0.010646364,343714,0.0,-4476.916547223246,-3914.7410037975055,5.2334733,15.584266901272887,0.005316789,783,342.82,0.0038314176245210726,0.5511031746864319,53568.734,784.8944125175476
6,-0.01366213,346064,0.0,-4488.81278113832,-4112.663664316956,5.222717,15.612928266650753,0.0036055523,789,322.21,0.0038022813688212928,0.36622077226638794,89342.27,789.4970109462738
10,-0.014712457,348063,0.0,-4462.870449419118,-3932.3044534926507,5.227245,15.587672537532864,0.0036415167,799,304.63,0.0037546933667083854,0.6364714801311493,23261.36,794.1355671882629
1,-0.013426315,349277,0.0,-4467.36481439602,-4007.2302551412304,5.246184,15.587007427029187,0.0052485364,800,315.85,0.00375,0.5684295296669006,66926.414,798.7533183097839
2,-0.0144984275,352189,0.0,-4481.787662691874,-4103.7219012735495,5.247421,15.593591880593957,0.0043862727,802,340.51,0.003740648379052369,0.6228816211223602,53950.47,803.3317437171936
8,-0.013423608,354170,0.0,-4457.607695460145,-4090.66485705546,5.2239842,15.602975725124368,0.0038394372,810,346.77,0.003703703703703704,0.5706607103347778,30517.502,807.9995591640472
4,-0.012817439,355990,0.0,-4476.996017512505,-4324.662805527772,5.2376766,15.622149444350296,0.0028888814,814,357.35,0.0036855036855036856,0.6298460066318512,106730.92,812.6146218776703
5,-0.01320511,358116,0.0,-4475.053135108807,-4463.489074242177,5.255911,15.601861693057455,0.004291303,819,373.82,0.003663003663003663,0.4421038031578064,46014.6,817.1980214118958
6,-0.014724742,360233,0.0,-4494.220091623378,-4657.918083942553,5.263702,15.60560092339032,0.0041751238,825,360.53,0.0036363636363636364,0.5036438405513763,95339.6,821.7897622585297
11,-0.0136555685,362459,0.0,-4457.968381478629,-4375.599755954381,5.2578015,15.60241121691569,0.003770823,836,346.5,0.0035885167464114833,0.47238922119140625,9110.619,826.4967918395996
2,-0.01045533,364482,0.0,-4446.308861751735,-4379.160754708328,5.25765,15.596080616872447,0.0034023195,838,362.8,0.003579952267303103,0.6951186656951904,18661.43,831.303896188736
7,-0.0153279025,366503,0.0,-4441.366912478861,-4468.347793712989,5.266531,15.608360417335325,0.0041611916,845,363.62,0.0035502958579881655,0.24224025011062622,80578.65,835.9703178405762
3,-0.012225423,368385,0.0,-4450.395612356921,-4455.484303928412,5.258101,15.607220752273394,0.0033134825,848,367.99,0.003537735849056604,0.461700439453125,33250.875,840.6233720779419
5,-0.015945258,370489,0.0,-4444.807038993211,-4404.303937930336,5.269215,15.62229299449631,0.0038422132,853,369.68,0.0035169988276670576,0.5200090110301971,64932.816,845.2417061328888
7,-0.013637267,371607,0.0,-4417.989009016486,-4366.214983172274,5.2727256,15.638073210757781,0.0035065417,860,368.61,0.0034883720930232558,0.5515014231204987,32413.035,849.942985534668
5,-0.012771206,374678,0.0,-4414.600464604225,-4219.833961348589,5.2697005,15.62515540822699,0.0042335996,865,377.18,0.003468208092485549,0.6984909772872925,9089.617,854.7592701911926
7,-0.01273378,376436,0.0,-4398.323292841015,-3876.2059221051995,5.2838883,15.602467091837564,0.003726425,872,369.39,0.0034403669724770644,0.7121600806713104,37897.03,859.3894984722137
6,-0.015021972,378841,0.0,-4405.03532900563,-3865.983807814973,5.2817326,15.6065100306088,0.0033949031,878,374.72,0.003416856492027335,0.4223385453224182,58041.023,864.0123474597931
5,-0.013020671,380881,0.0,-4392.098897545142,-3727.9767005655794,5.2757125,15.579181421017141,0.0038024636,883,371.67,0.0033975084937712344,0.6745426058769226,40803.03,868.7081282138824
9,-0.014393363,382716,0.0,-4373.682148284609,-3526.9242867146518,5.257029,15.563617253836226,0.0035840436,892,359.95,0.0033632286995515697,0.7366856336593628,50155.92,873.3906881809235
6,-0.01471103,384319,0.0,-4370.01387318266,-3600.1954010942236,5.2317977,15.576940844358393,0.0042645587,898,363.95,0.0033407572383073497,0.7954091727733612,80554.92,878.0889446735382
9,-0.010710817,386886,0.0,-4332.670820094094,-3265.9824248328514,5.2273364,15.557768465941646,0.004182984,907,332.63,0.0033076074972436605,0.642637312412262,62538.758,882.8172740936279
2,-0.011833377,387822,0.0,-4326.38494234035,-3225.1810953443714,5.207819,15.545761320800883,0.0038060723,909,337.53,0.0033003300330033004,0.46616166830062866,44058.773,887.5543351173401
11,-0.015032752,390799,0.0,-4308.684235939723,-2917.7126323304437,5.214992,15.535012835038494,0.0032566313,920,323.09,0.003260869565217391,0.6721441447734833,56556.637,892.1406280994415
7,-0.0135133965,393170,0.0,-4296.4225240912465,-2688.7171854300955,5.213547,15.54138989764884,0.0040107276,927,319.46,0.003236245954692557,0.34121477603912354,25901.09,896.9344639778137
9,-0.014327517,395263,0.0,-4273.518807399878,-2731.5203681015073,5.191832,15.521401139865038,0.004495219,936,328.04,0.003205128205128205,0.8158039599657059,33097.13,901.6706855297089
8,-0.015703693,397154,0.0,-4254.871425949757,-2643.4293725186317,5.2203617,15.518416248290528,0.0039907782,944,307.37,0.0031779661016949155,0.8310945928096771,36921.71,906.3238046169281
5,-0.01369188,398845,0.0,-4247.4977455311355,-2526.2231925438055,5.1976323,15.49791343073215,0.003551582,949,299.79,0.003161222339304531,0.7346036732196808,46666.35,911.0525891780853
5,-0.0121420855,401403,0.0,-4232.681154940094,-2460.7188447462886,5.195191,15.470980706823468,0.0038886652,954,305.55,0.0031446540880503146,0.8827037066221237,16204.349,915.7912118434906
7,-0.013356597,403289,0.0,-4224.386568190778,-2516.0986786808558,5.188584,15.46251437250843,0.0035467604,961,305.17,0.003121748178980229,0.8020702451467514,33984.273,920.4792106151581
5,-0.011065982,405168,0.0,-4214.628984601987,-2570.6922102554418,5.1804852,15.445064123074392,0.0034325274,966,300.5,0.003105590062111801,0.6144642233848572,86196.875,925.2521514892578
7,-0.012613647,407290,0.0,-4204.738661457035,-2489.615370426627,5.168837,15.440324452348284,0.0043684067,973,302.71,0.003083247687564234,0.6898346245288849,95717.305,929.9430704116821
8,-0.015108812,409070,0.0,-4187.657450770166,-2402.2641929360043,5.1582546,15.427024232542392,0.0039619696,981,293.01,0.0030581039755351682,0.8253227770328522,27045.393,934.7070481777191
7,-0.013336464,411532,0.0,-4182.67749865005,-2499.0795249640832,5.1439204,15.422448444129698,0.0046276655,988,301.39,0.003036437246963563,0.713312566280365,123648.1,939.3892643451691
6,-0.010975369,413366,0.0,-4174.209342932056,-2438.18235891105,5.1013494,15.400746858800064,0.0027230552,994,302.65,0.0030181086519114686,0.8621758818626404,31487.885,944.1318292617798
7,-0.0130190505,415047,0.0,-4168.934945136123,-2433.3476462753756,5.082326,15.396524899705508,0.0025955997,1001,295.69,0.002997002997002997,0.7683316022157669,114380.49,948.8118422031403
9,-0.015816329,417535,0.0,-4151.756720913964,-2505.203521373935,5.0729814,15.37068846289181,0.0042002504,1010,282.02,0.0029702970297029703,0.770889401435852,34237.11,953.539571762085
4,-0.014170993,419786,0.0,-4158.35364450115,-2693.3360558411514,5.054274,15.363428497308101,0.0040908465,1014,301.1,0.0029585798816568047,0.7687418013811111,70574.89,958.2711236476898
8,-0.009950716,421873,0.0,-4148.202608664719,-2689.2446033202355,5.055231,15.36531088222049,0.0021339057,1022,305.88,0.0029354207436399216,0.6954028904438019,37995.316,962.9570999145508
8,-0.009462589,423754,0.0,-4127.8820706751,-2620.9016222660453,5.066473,15.352542900317744,0.0027318897,1030,297.61,0.002912621359223301,0.6804373264312744,78113.75,967.6469459533691
5,-0.012126406,424563,0.0,-4119.097283900553,-2639.4459556727356,5.03772,15.350954778914744,0.0028737013,1035,293.83,0.002898550724637681,0.8310406059026718,27873.568,972.2644755840302
3,-0.011391167,426983,0.0,-4121.667497694502,-2632.300279327598,5.041063,15.346546375334885,0.003858174,1038,305.48,0.002890173410404624,0.7741197794675827,23009.525,976.978723526001
4,-0.011413701,429289,0.0,-4117.853118541373,-2760.1738109754324,5.0382524,15.345879166578777,0.004088289,1042,323.06,0.0028790786948176585,0.5946114361286163,10554.452,981.6689479351044
4,-0.010286833,432104,0.0,-4104.959091313804,-2763.9068744919123,5.0074925,15.33654605741511,0.0034801024,1046,345.06,0.0028680688336520078,0.6092002689838409,20542.48,986.3186750411987
12,-0.013222597,434152,0.0,-4082.59577469655,-2652.8349474905426,4.997743,15.335525764933244,0.0031863693,1058,314.51,0.002835538752362949,0.7899241596460342,59692.043,990.9760539531708
7,-0.013585854,436097,0.0,-4077.5095405154534,-2720.4560949337215,4.9973598,15.32874381848242,0.0028182396,1065,310.09,0.0028169014084507044,0.8256131559610367,51914.973,995.6263761520386
8,-0.015001237,437621,0.0,-4060.248313647989,-2654.357229465964,5.0172987,15.329695913279288,0.0031518505,1073,303.31,0.0027958993476234857,0.860421359539032,53959.676,1000.244131565094
8,-0.0118778115,440061,0.0,-4053.9808206834473,-2742.6130795327354,5.017287,15.326784675631997,0.0021897224,1081,309.91,0.0027752081406105457,0.3699628710746765,46387.77,1004.8776450157166
3,-0.011183856,442057,0.0,-4061.131279181492,-2763.7454007647093,5.019903,15.324910846293902,0.0024689897,1084,318.16,0.0027675276752767526,0.5278002917766571,69247.88,1009.6075382232666
9,-0.016283086,444331,0.0,-4050.8057367054685,-2791.711571120815,5.026047,15.319139072106477,0.0035807344,1093,313.75,0.0027447392497712718,0.5407328605651855,30728.707,1014.3639318943024
7,-0.009946191,446146,0.0,-4044.210082603924,-2825.354633052373,5.0210567,15.304562376558597,0.0024784333,1100,314.41,0.0027272727272727275,0.7983447015285492,40217.266,1019.0816519260406
11,-0.0105064595,448451,0.0,-4026.757486988814,-2723.208777982448,5.004446,15.291563835093113,0.0026576845,1111,302.46,0.0027002700270027003,0.8158796727657318,23658.861,1023.8822026252747
5,-0.013312116,450349,0.0,-4028.0281281300527,-2706.620621696243,4.9810786,15.296349984677258,0.0030169063,1116,301.02,0.002688172043010753,0.6524354517459869,68441.32,1028.5354433059692
9,-0.010221595,452452,0.0,-4011.0916421293864,-2648.730023892931,4.972716,15.285681488364485,0.003032914,1125,299.44,0.0026666666666666666,0.3835979700088501,68569.914,1033.1898198127747
10,-0.013466068,454578,0.0,-3996.7666480814523,-2730.644567353763,4.9670568,15.275803194747187,0.0033820332,1135,300.15,0.0026431718061674008,0.7880152612924576,74296.53,1037.846589565277
9,-0.014939252,456591,0.0,-3975.4169417696644,-2509.962968939843,4.992186,15.271395553951558,0.003361587,1144,254.66,0.0026223776223776225,0.8323801010847092,32507.303,1042.5679450035095
10,-0.012553329,458689,0.0,-3962.1489381386723,-2678.421633373293,5.0070753,15.256219272677976,0.0030881169,1154,253.36,0.0025996533795493936,0.7346757650375366,27998.525,1047.198820590973
8,-0.010920934,460509,0.0,-3951.196642187831,-2586.5359585749497,5.0065107,15.244063789711927,0.0028085136,1162,251.69,0.0025817555938037868,0.7616730332374573,44832.387,1051.8411002159119
5,-0.010254669,462301,0.0,-3953.1010481468143,-2640.9269102452554,5.0035996,15.255810482714931,0.0025610097,1167,254.62,0.002570694087403599,0.6926320195198059,86218.25,1056.5401391983032
5,-0.013236487,464247,0.0,-3950.4058630204054,-2736.404310772005,5.0077214,15.245052906799549,0.0033330072,1172,267.14,0.002559726962457338,0.7571471482515335,84088.88,1061.1640615463257
7,-0.012344054,466693,0.0,-3935.548171018819,-2715.825585347921,5.011885,15.217410502337373,0.0022963185,1179,274.93,0.002544529262086514,0.824469804763794,76173.3,1065.812020778656
6,-0.012617627,468797,0.0,-3932.335658932397,-2523.6252749880464,5.011535,15.203006688965031,0.0025373234,1185,264.11,0.002531645569620253,0.7833632528781891,35415.258,1070.4316003322601
8,-0.01428587,470414,0.0,-3929.4036785151657,-2602.4791824951626,4.9986773,15.207312785525263,0.0031286525,1193,260.83,0.002514668901927913,0.8510387390851974,51115.254,1075.1692714691162
9,-0.013629457,472969,0.0,-3922.762132347054,-2642.4215718146083,5.0215254,15.21965523940427,0.002483414,1202,263.81,0.0024958402662229617,0.6717619597911835,33197.33,1079.8348338603973
5,-0.013230237,475002,0.0,-3925.799384822325,-2717.2471996370573,5.0207973,15.21912866140646,0.0025659497,1207,272.21,0.0024855012427506215,0.7661236971616745,30719.707,1084.4691534042358
3,-0.00801561,476536,0.0,-3935.8005756768375,-2929.142423971068,5.025864,15.219599253465267,0.0035146547,1210,285.21,0.0024793388429752068,0.7128560245037079,80741.87,1089.076472043991
6,-0.010880758,479197,0.0,-3926.3902219162064,-2792.111188569692,5.0181036,15.208445367633134,0.002577811,1216,288.48,0.0024671052631578946,0.7406101524829865,13367.636,1093.7119483947754
10,-0.012976089,481186,0.0,-3908.085255745095,-2728.541115085559,5.02125,15.210456640218188,0.002518723,1226,284.8,0.0024469820554649264,0.7575083523988724,32349.23,1098.3703689575195
7,-0.011338891,483141,0.0,-3896.5891558823664,-2763.235927796791,5.0186315,15.198538336635517,0.0033187615,1233,293.6,0.0024330900243309003,0.8373315632343292,23686.285,1103.0022504329681
7,-0.013076847,484743,0.0,-3884.9838390162336,-2826.092951254517,5.026795,15.215189846838838,0.0030722138,1240,295.46,0.0024193548387096775,0.7705313116312027,64913.242,1107.6548881530762
6,-0.011824518,487079,0.0,-3886.4060466688306,-2876.0866362812735,5.0250645,15.205697060874106,0.0022050554,1246,299.15,0.002407704654895666,0.8603097647428513,17885.426,1112.3080110549927
9,-0.013648628,489460,0.0,-3869.5563260013305,-2832.0309518430267,5.0332503,15.19388883403955,0.0029298763,1255,307.01,0.002390438247011952,0.8833967968821526,32083.176,1116.9735414981842
6,-0.0131836375,490479,0.0,-3865.690414642364,-2881.9159309610723,5.029222,15.20134852543039,0.0031018863,1261,304.49,0.0023790642347343376,0.8866056352853775,49196.934,1121.6779227256775
7,-0.011441886,493068,0.0,-3856.330725436959,-2693.754614699015,5.048009,15.176056059270591,0.003332266,1268,295.92,0.002365930599369085,0.8955482318997383,37096.05,1126.333453655243
11,-0.010821484,495411,0.0,-3842.127009429281,-2740.6915142886282,5.0545354,15.168870657691578,0.0028602735,1279,287.18,0.0023455824863174357,0.8744654655456543,35482.977,1130.9929797649384
8,-0.0113074,497279,0.0,-3827.872510965244,-2618.8522445478566,5.0475144,15.163611097178062,0.0026531352,1287,281.23,0.002331002331002331,0.802301898598671,67229.59,1135.633712530136
3,-0.008183475,499035,0.0,-3829.9109132081016,-2679.575691125171,5.0408015,15.159193433721086,0.0031055068,1290,293.69,0.002325581395348837,0.6848492920398712,39749.934,1140.2706005573273
5,-0.009854753,501077,0.0,-3829.19947771595,-2628.3158152744463,5.046128,15.147535499115394,0.0020289982,1295,295.21,0.0023166023166023165,0.7413960993289948,47754.527,1144.9137046337128
12,-0.013557409,503541,0.0,-3791.275603017782,-2167.573556636956,5.0425663,15.124460260341777,0.0026220786,1307,285.39,0.0022953328232593728,0.8937256410717964,32391.656,1149.60382938385
8,-0.009400051,505856,0.0,-3779.8276393143474,-1965.5733343775116,5.0536547,15.107566374983232,0.0022199173,1315,273.78,0.0022813688212927757,0.7320452928543091,29301.375,1154.2428493499756
9,-0.010340093,507629,0.0,-3768.5704213592994,-1979.9941875210957,5.0463657,15.100840470925666,0.0026128693,1324,270.85,0.0022658610271903325,0.8798988237977028,57448.51,1158.9677622318268
11,-0.011662601,509885,0.0,-3755.599519335333,-2021.4164336039269,5.0172114,15.091798525866919,0.00320041,1335,262.99,0.0022471910112359553,0.6379281282424927,18591.623,1163.6566379070282
12,-0.011000135,511856,0.0,-3735.207253987364,-1823.8787688207128,5.0093737,15.105782627462158,0.0027424225,1347,242.33,0.0022271714922048997,0.7098478078842163,48129.996,1168.4017724990845
7,-0.012200588,513876,0.0,-3729.6537591986657,-1945.9274899770714,4.992244,15.095100467456511,0.0022275571,1354,244.88,0.0022156573116691287,0.7939006984233856,28988.533,1173.048483133316
4,-0.012710666,515712,0.0,-3726.6874172618222,-2013.218790399771,5.0024734,15.091217057604908,0.0019737114,1358,260.2,0.0022091310751104565,0.6060583889484406,38098.45,1177.6434280872345
3,-0.0076380745,517879,0.0,-3732.538974004612,-2053.4993075625594,5.0117702,15.087960080207669,0.0018050065,1361,274.0,0.002204261572373255,0.6218650639057159,89921.73,1182.2554469108582
6,-0.010257795,519981,0.0,-3728.379776242726,-2125.534279617552,5.0293727,15.075779195109453,0.0020556287,1367,272.55,0.0021945866861741038,0.6498401165008545,24093.86,1186.8481214046478
8,-0.0101342015,522164,0.0,-3716.2444611034907,-2012.009451498423,5.0265045,15.067318866417622,0.0024092097,1375,273.38,0.002181818181818182,0.6172006130218506,58373.438,1191.5048356056213
9,-0.012611203,524153,0.0,-3711.99359549922,-2128.627972269936,5.0144353,15.069683040479187,0.0019994262,1384,271.41,0.002167630057803468,0.8358131796121597,48605.195,1196.1521034240723
6,-0.0120251,525140,0.0,-3706.1167292830532,-2109.1717566499306,5.000758,15.061351209673894,0.0027731236,1390,261.05,0.002158273381294964,0.7092934846878052,51658.445,1200.7831263542175
7,-0.010026561,528195,0.0,-3709.577493443875,-2207.764844705353,4.994018,15.06059328498507,0.002109487,1397,261.45,0.0021474588403722263,0.6717008650302887,78261.88,1205.4055953025818
8,-0.009460238,529886,0.0,-3699.1764251098602,-2374.0815418082507,4.994299,15.058512999615365,0.002210083,1405,267.97,0.002135231316725979,0.7648812681436539,36797.242,1210.0365657806396
7,-0.011784378,532178,0.0,-3687.4584914946918,-2399.159903948835,4.9879756,15.046514716596644,0.0021838464,1412,273.11,0.002124645892351275,0.8773373886942863,23547.008,1214.646814584732
9,-0.011389274,534124,0.0,-3688.074084670449,-2496.5329883421264,4.981567,15.053001430543382,0.001976011,1421,269.7,0.00211118930330753,0.8777914717793465,48309.418,1219.3630957603455
8,-0.013561027,536117,0.0,-3680.6274615994103,-2585.005226036897,4.9749303,15.049145988212926,0.002504461,1429,271.78,0.002099370188943317,0.8559460490942001,70944.19,1223.9488117694855
11,-0.011690009,538572,0.0,-3673.7732349661496,-2663.801384799247,4.974626,15.059691125870652,0.0019712965,1440,278.87,0.0020833333333333333,0.7488609254360199,39308.312,1228.5492165088654
4,-0.010257873,540274,0.0,-3669.1709116468905,-2699.5910456755873,4.96582,15.053400584910774,0.0028258872,1444,289.18,0.002077562326869806,0.8713422268629074,32802.535,1233.1811649799347
8,-0.011645755,542630,0.0,-3666.6209116429236,-2823.5504488404513,4.97438,15.049595663041098,0.0021125446,1452,292.97,0.002066115702479339,0.7815434336662292,50209.027,1237.7850978374481
8,-0.012788728,544613,0.0,-3659.7666570864208,-2677.205601256268,4.9815364,15.032020451645776,0.0023040425,1460,274.35,0.002054794520547945,0.7105870842933655,62640.332,1242.4206273555756
9,-0.0062556774,546636,0.0,-3640.274329654175,-2518.559370531566,4.974965,15.013203184124906,0.0032140056,1469,261.65,0.0020422055820285907,0.7493786215782166,32238.705,1247.0507547855377
5,-0.010239516,548776,0.0,-3643.55115629975,-2722.707149526759,4.974259,15.008224356518125,0.002155618,1474,274.88,0.0020352781546811396,0.7448495924472809,72290.5,1251.6836903095245
5,-0.011400606,550611,0.0,-3642.2344874390865,-2664.493412686428,4.969076,14.998582395865188,0.0018188347,1479,275.87,0.002028397565922921,0.850200816988945,69863.234,1256.3183789253235
3,-0.00896686,552545,0.0,-3639.2817943775963,-2582.4227550926344,4.976273,14.988239007247856,0.0025061013,1482,285.43,0.0020242914979757085,0.8046828061342239,36099.57,1260.9327144622803
6,-0.008732227,554895,0.0,-3633.0480765798616,-2558.9417154025973,4.9806533,14.970783793836038,0.0016381106,1488,299.22,0.0020161290322580645,0.8223520517349243,81490.82,1265.6276366710663
11,-0.010539791,556977,0.0,-3612.6303222251804,-2224.0089677158453,4.968378,14.950242798361392,0.0018501496,1499,283.07,0.0020013342228152103,0.8501595258712769,30133.572,1270.2757527828217
7,-0.009986592,558823,0.0,-3606.031387761203,-2291.8768722486407,4.955873,14.941909252600743,0.0021392023,1506,283.46,0.00199203187250996,0.8666279017925262,56347.168,1274.9856417179108
8,-0.0106825,561134,0.0,-3597.4236977182777,-2343.098189829254,4.9668574,14.923986500623458,0.002095769,1514,285.23,0.0019815059445178335,0.8244734406471252,21960.898,1279.6402683258057
6,-0.010524775,562796,0.0,-3590.4365153229946,-2180.0034678484362,4.970499,14.913878953711638,0.0018970438,1520,287.55,0.001973684210526316,0.9056723564863205,37665.71,1284.3597390651703
10,-0.0096317325,564790,0.0,-3579.7220468560495,-2107.755435522624,4.965011,14.910331941653435,0.002021613,1530,281.28,0.00196078431372549,0.881570614874363,37899.785,1289.1438014507294
7,-0.00985414,566738,0.0,-3565.688509315688,-2023.5066629708108,4.9727635,14.886762106887174,0.0015628121,1537,291.55,0.001951854261548471,0.8464249074459076,58832.51,1293.7625291347504
6,-0.0114694685,569289,0.0,-3559.2530758695875,-1940.3616177988722,4.9729767,14.874512254202362,0.0016671272,1543,294.12,0.0019442644199611147,0.907686784863472,39049.215,1298.482164144516
6,-0.011646584,571121,0.0,-3559.788804996581,-2047.2669128625876,4.98934,14.869588328966044,0.002127583,1549,292.87,0.001936733376371853,0.8244581073522568,80409.89,1303.13046002388
6,-0.009665197,573358,0.0,-3556.535461582587,-1960.6054331110145,4.9903255,14.864419189571677,0.0017235195,1555,299.36,0.0019292604501607716,0.8995808362960815,36744.79,1307.7812809944153
7,-0.009039262,575394,0.0,-3550.7289280828963,-2003.7458700319858,4.9859867,14.862380196132563,0.0016501838,1562,303.15,0.0019206145966709346,0.6460306644439697,17032.865,1312.409482717514
7,-0.009337144,577495,0.0,-3542.7823699092437,-2110.625481256195,4.984888,14.848341044975255,0.0015964952,1569,308.59,0.0019120458891013384,0.8480928987264633,36671.83,1317.1027374267578
7,-0.011692524,579427,0.0,-3540.3588139026665,-2025.5291524376514,4.9848785,14.850374198790378,0.0018516092,1576,298.15,0.0019035532994923859,0.8644065111875534,17421.926,1321.7611935138702
8,-0.0097184405,581327,0.0,-3537.486210057409,-2133.6728178214435,4.971802,14.861393248616837,0.0020675724,1584,278.65,0.001893939393939394,0.8387733101844788,75675.625,1326.3776841163635
7,-0.011178231,583649,0.0,-3532.67644488088,-2111.884737336695,4.9742894,14.852876544512032,0.0012633388,1591,279.63,0.0018856065367693275,0.8620783388614655,56264.145,1331.0489118099213
7,-0.009935427,585713,0.0,-3522.153842330295,-2154.7077778365147,4.9842973,14.840404927056309,0.0015052176,1598,290.37,0.0018773466833541927,0.9271251782774925,22878.658,1335.7016906738281
10,-0.012704652,587613,0.0,-3515.114595763389,-2190.38852996139,4.9771633,14.83231864695096,0.0017600005,1608,279.26,0.0018656716417910447,0.8358166217803955,61483.652,1340.3386464118958
7,-0.009032542,589793,0.0,-3502.7747283438352,-2092.0219739979793,4.9815373,14.81968218355556,0.0019520341,1615,285.79,0.0018575851393188853,0.8757950812578201,34658.676,1344.9494655132294
5,-0.010270719,591775,0.0,-3500.611114864472,-2135.2650278949136,4.97203,14.809672624571613,0.0018930782,1620,289.79,0.001851851851851852,0.7754204869270325,62735.355,1349.6320631504059
6,-0.0118447095,593597,0.0,-3492.283107256793,-2107.6051903268794,4.973962,14.80541460654584,0.0017274057,1626,296.08,0.0018450184501845018,0.8208600878715515,25058.68,1354.247338294983
10,-0.010097137,595817,0.0,-3485.97572333134,-2208.3687160006307,4.975871,14.794470646831003,0.0016473146,1636,293.72,0.0018337408312958435,0.898461289703846,20659.107,1358.8843741416931
12,-0.010934291,597983,0.0,-3467.3172511797998,-2008.0396981241202,4.962539,14.784005670902445,0.0020469215,1648,269.38,0.0018203883495145632,0.8655930906534195,21043.234,1363.6015174388885
7,-0.010173105,599975,0.0,-3461.5422841762984,-1984.398375508516,4.955155,14.764314884136454,0.0019354342,1655,266.17,0.0018126888217522659,0.8198129832744598,37531.973,1368.2551171779633
9,-0.010781139,602036,0.0,-3459.392714724126,-2048.92883664704,4.9689193,14.761949381894153,0.002222762,1664,263.48,0.0018028846153846155,0.7976635545492172,52722.547,1372.880973815918
8,-0.010451769,603920,0.0,-3452.2357825857525,-2013.5215099240836,4.97077,14.755779935880062,0.0018369801,1672,256.22,0.0017942583732057417,0.851413905620575,40351.945,1377.5194957256317
5,-0.010540491,605541,0.0,-3454.090514997876,-2063.9422533844527,4.9557796,14.772060195714849,0.0013715111,1677,258.33,0.0017889087656529517,0.8288896232843399,36986.11,1382.144520998001
7,-0.009544738,608224,0.0,-3461.927474945756,-2265.077110777169,4.952147,14.777773591653887,0.0015936192,1684,268.97,0.0017814726840855108,0.8272331804037094,70868.66,1386.7989494800568
