TimeElapsed,loss_pol_surr,loss_vf_loss,ev_tdlam_before,AI_distance,loss_ent,EpRewMean,AI_return,EpThisIter,EpisodesSoFar,EpLenMean,loss_pol_entpen,TimestepsSoFar,AI_success_rate,loss_kl
5.07508111000061,-0.013998514,127459.78,-0.0003421306610107422,15.412217870166762,5.6760454,-3900.105305437972,0.0,6,6,320.3333333333333,0.0,1922,0.0,0.0071384883
9.823986768722534,-0.012992213,125487.93,0.022422492504119873,15.948781744231729,5.6307416,-4846.925842334041,0.0,4,10,388.6,0.0,3886,0.0,0.008069375
14.515030860900879,-0.01777414,116119.23,0.010980367660522461,16.43280254772809,5.656632,-5558.139854068056,0.0,5,15,400.1333333333333,0.0,6002,0.0,0.008399443
19.14991331100464,-0.015960341,91053.336,-0.003481268882751465,16.350578818974792,5.6605372,-5605.488601860259,0.0,2,17,427.4117647058824,0.0,7266,0.0,0.00761261
23.862499952316284,-0.013644179,176327.62,0.04587662220001221,17.500661347007018,5.6533494,-6161.821284930741,0.0,4,21,476.8095238095238,0.0,10013,0.0,0.008966094
28.51386523246765,-0.016802568,195738.08,0.001841723918914795,18.508282265927956,5.6446366,-6693.711237805757,0.0,2,23,519.3913043478261,0.0,11946,0.0,0.008169369
33.148635387420654,-0.014257608,165912.69,0.02757662534713745,18.472253137069647,5.674377,-6542.178292869249,0.0,2,25,555.36,0.0,13884,0.0,0.0068364856
37.769484996795654,-0.016166247,127840.51,0.013625562191009521,18.590197664987027,5.7169595,-6532.740225755679,0.0,2,27,598.5185185185185,0.0,16160,0.0,0.009668555
42.33923029899597,-0.015791902,107251.875,0.0893789529800415,18.918813149408575,5.7239537,-6839.245867740858,0.0,2,29,606.7931034482758,0.0,17597,0.0,0.0068391245
