EpisodesSoFar,AI_success_rate,EpRewMean,AI_distance,loss_vf_loss,TimestepsSoFar,loss_ent,EpLenMean,TimeElapsed,loss_kl,loss_pol_entpen,ev_tdlam_before,AI_return,loss_pol_surr,EpThisIter
739,0.0013531799729364006,-3003.7792739411434,14.609364172606718,138606.47,309157,5.292709,424.11,694.5477919578552,0.0043217293,0.0,0.7173921763896942,-3255.9459863195675,-0.012162898,7
746,0.0013404825737265416,-2970.523264435733,14.593965816286014,78281.836,310995,5.286178,423.4,699.2304501533508,0.0055937823,0.0,0.7470698654651642,-3244.7027493258774,-0.016130526,7
752,0.0013297872340425532,-2745.021007511231,14.584763398540392,21461.37,313076,5.274917,411.25,703.9231593608856,0.004336102,0.0,0.8822998404502869,-3237.94697131151,-0.01530736,6
758,0.0013192612137203166,-2772.320696042297,14.561526380886802,113739.01,315164,5.2365556,406.08,708.6622288227081,0.0050871964,0.0,0.7374239265918732,-3226.799272940047,-0.0177325,6
763,0.001310615989515072,-2477.257457808643,14.502122003559773,44226.94,317124,5.2075057,408.06,713.3104069232941,0.0037759799,0.0,0.637956976890564,-3185.686293678938,-0.013096284,5
768,0.0013020833333333333,-2626.263170755618,14.504584671223691,87749.875,319443,5.2138267,413.13,717.9109282493591,0.005207436,0.0,0.5901910364627838,-3184.17277020995,-0.016895968,5
775,0.0012903225806451613,-2575.4851379850675,14.510765312385697,29239.123,321507,5.1836705,405.95,722.6165471076965,0.0047128596,0.0,0.666075199842453,-3164.0043263953653,-0.014831055,7
779,0.0012836970474967907,-2671.593581591502,14.502399294730377,68372.02,322905,5.1624246,408.18,727.2129969596863,0.0044281445,0.0,0.8446385562419891,-3161.7841200855537,-0.014343765,4
782,0.0012787723785166241,-2782.2504264228437,14.522413236920311,49010.324,325397,5.150095,421.62,731.7900724411011,0.0050010723,0.0,0.7472569644451141,-3195.7382438814766,-0.014159931,3
786,0.001272264631043257,-2858.5167414976236,14.553868532242637,132116.33,327308,5.1663804,418.55,736.3642911911011,0.0046465583,0.0,0.6139113306999207,-3216.5944290268103,-0.01568582,4
791,0.0012642225031605564,-2699.8667297588863,14.544761350651493,67654.336,329596,5.1559615,407.82,740.9061653614044,0.003775025,0.0,0.6018708348274231,-3221.145025546893,-0.015343626,5
795,0.0012578616352201257,-2731.6801667145523,14.558174707075125,94113.87,331314,5.159058,403.45,745.4401931762695,0.005807361,0.0,0.7227210998535156,-3231.709441300657,-0.010592492,4
799,0.0012515644555694619,-2675.9376817674984,14.540317078910885,131031.125,333022,5.162358,404.57,749.9462909698486,0.0042663575,0.0,0.5974613130092621,-3221.7163365763495,-0.013475877,4
805,0.0012422360248447205,-2643.736912170224,14.551327545899316,57619.02,335759,5.155161,402.75,754.5069522857666,0.0036758736,0.0,0.6665285229682922,-3227.7675308478315,-0.014415584,6
809,0.0012360939431396785,-2539.7777828031785,14.535466748347734,141436.64,337683,5.133322,404.06,759.0792689323425,0.0038796607,0.0,0.4953455328941345,-3219.2690037991783,-0.012706631,4
813,0.0012300123001230013,-2800.1568812619253,14.535516047841067,175105.61,339959,5.1599736,413.14,763.661835193634,0.004717238,0.0,0.6564485132694244,-3231.306503420327,-0.013379758,4
815,0.001226993865030675,-3046.3633530693546,14.559971406948305,142801.22,341463,5.166839,426.18,768.540292263031,0.0039109085,0.0,0.6150813400745392,-3256.545022534505,-0.012503829,2
821,0.001218026796589525,-2901.4911596019792,14.578473099053184,118630.81,343943,5.162079,416.7,773.1812746524811,0.0041318885,0.0,0.7238954305648804,-3264.031239578763,-0.0138734,6
826,0.0012106537530266344,-3054.460105810198,14.613654298291356,136483.44,345937,5.137762,417.2,777.7582714557648,0.0038732055,0.0,0.7627882957458496,-3280.883946047775,-0.012898069,5
830,0.0012048192771084338,-3203.2413836519763,14.60458890635411,64063.066,347894,5.1272416,414.15,782.3414857387543,0.0048287762,0.0,0.8007338345050812,-3275.1133643095645,-0.013840104,4
831,0.0012033694344163659,-3387.2968566262307,14.619512929685069,215759.66,348525,5.152521,419.53,786.8724324703217,0.0037501496,0.0,0.5164311230182648,-3294.2770309408133,-0.011470868,1
834,0.001199040767386091,-3534.9642709739915,14.61947896382145,97639.055,352116,5.150604,444.59,791.4278945922852,0.004085837,0.0,0.6614800989627838,-3296.751862631099,-0.012519613,3
840,0.0011904761904761906,-3509.4228634107053,14.609947660078955,82397.26,354211,5.1348863,449.59,796.0060243606567,0.0031369491,0.0,0.7146357893943787,-3283.2497837153874,-0.011245623,6
843,0.0011862396204033216,-3418.0924088362726,14.57914992264186,49174.39,355723,5.1471915,455.4,800.5832917690277,0.0028182724,0.0,0.6614562273025513,-3261.4583298462235,-0.009882503,3
848,0.0011792452830188679,-3356.9138924676336,14.58198369607106,49011.168,358059,5.153723,460.9,805.1114864349365,0.0043626935,0.0,0.6483680903911591,-3259.758637093571,-0.013272509,5
852,0.0011737089201877935,-3463.5599399635826,14.586257926101274,178730.62,359903,5.150839,468.27,809.7336211204529,0.0032949082,0.0,0.7403954565525055,-3264.427366693209,-0.013430756,4
856,0.0011682242990654205,-3609.598246604113,14.586875556221909,71825.336,362387,5.1563277,478.06,814.3735649585724,0.0042868406,0.0,0.6062652766704559,-3277.51014305091,-0.014977993,4
860,0.0011627906976744186,-3810.0819008345306,14.585218579697662,83329.63,364495,5.159098,486.41,819.0426783561707,0.004924441,0.0,0.7924773246049881,-3282.486824987512,-0.012879476,4
863,0.0011587485515643105,-4146.106034916692,14.59855727601026,199407.95,365847,5.1517596,487.23,823.6297628879547,0.0039741453,0.0,0.7607122510671616,-3296.97479208424,-0.014564472,3
869,0.0011507479861910242,-4067.687590879195,14.594188771326495,104996.945,368621,5.164265,490.88,828.1909184455872,0.0032324428,0.0,0.7738305777311325,-3282.7565562878685,-0.011698926,6
874,0.0011441647597254005,-3965.2602068139704,14.583142872656847,50354.477,369895,5.1828365,487.62,832.7423610687256,0.0042047477,0.0,0.7771988809108734,-3263.607499500903,-0.014225129,5
878,0.0011389521640091116,-4035.9227042242487,14.572762416164563,57552.09,372538,5.1753945,497.19,837.3696455955505,0.0047851685,0.0,0.8479095995426178,-3264.5558073729853,-0.016176308,4
879,0.0011376564277588168,-4025.0191670825943,14.566362775838256,60515.785,373957,5.1694584,510.52,842.0226263999939,0.0033597923,0.0,0.8060413748025894,-3259.990610073841,-0.012303159,1
886,0.001128668171557562,-3376.2823975497327,14.54673211708245,22023.975,376615,5.158514,493.07,846.6272602081299,0.0035513286,0.0,0.6702210307121277,-3234.6179017720615,-0.012503226,7
889,0.0011248593925759281,-3363.473087851174,14.563802668483676,153185.3,378098,5.150679,497.35,851.1834375858307,0.0034702648,0.0,0.8021684885025024,-3241.877846477644,-0.013863986,3
896,0.0011160714285714285,-3356.3613841923357,14.575302052050759,39758.0,380397,5.1288285,484.38,855.8901319503784,0.004585678,0.0,0.792965292930603,-3242.497946618952,-0.017308967,7
900,0.0011111111111111111,-3458.3318895574207,14.59594753926419,20339.062,382687,5.135849,487.25,860.454249382019,0.00410189,0.0,0.8793441131711006,-3257.021257161115,-0.014227474,4
903,0.0011074197120708748,-3518.2109769640792,14.598136143464401,87834.695,384480,5.1163588,489.39,865.1069135665894,0.0027384188,0.0,0.7061843872070312,-3265.24672789675,-0.011194035,3
910,0.001098901098901099,-3220.3625507991865,14.573671452723591,30897.87,386864,5.132742,485.08,869.6585531234741,0.0046534804,0.0,0.8476488143205643,-3238.5104407674066,-0.01460003,7
912,0.0010964912280701754,-3229.266822340762,14.564790886439742,26904.09,388047,5.108261,485.71,874.2086591720581,0.0042632753,0.0,0.718995988368988,-3227.6966256862697,-0.014386979,2
915,0.001092896174863388,-3149.6233488234925,14.57805315217709,52891.887,390549,5.102026,490.86,878.7568256855011,0.004196484,0.0,0.8025453090667725,-3244.8595937136297,-0.013241095,3
918,0.0010893246187363835,-2997.4029261646,14.576056655122272,111256.92,392374,5.106848,492.41,883.2837007045746,0.0040431214,0.0,0.6497627794742584,-3241.237474961133,-0.013869281,3
922,0.0010845986984815619,-3090.6104049740475,14.60843490465027,34871.44,394006,5.1300454,494.48,887.859030008316,0.0036648368,0.0,0.7300204336643219,-3258.1469254876656,-0.013831243,4
926,0.0010799136069114472,-3217.435088953248,14.622207417951898,255854.28,397150,5.1286564,512.13,892.3997719287872,0.0042221854,0.0,0.6872837841510773,-3274.0320176358387,-0.015497981,4
932,0.001072961373390558,-2968.22677516389,14.606073352420463,118582.99,399181,5.1276994,488.63,896.9744710922241,0.0033906547,0.0,0.7134874165058136,-3261.7196657038576,-0.010497503,6
935,0.0010695187165775401,-3120.0434866572296,14.607598042424057,80998.6,400780,5.1409755,482.36,901.550568819046,0.0047545424,0.0,0.7783598303794861,-3269.1535506661535,-0.015175413,3
940,0.0010638297872340426,-3284.116250399635,14.62057382711884,164037.03,403138,5.1428127,489.27,906.153564453125,0.0037025777,0.0,0.6624233424663544,-3283.3419610222218,-0.015504747,5
945,0.0010582010582010583,-3298.06938914092,14.608519399879798,17678.744,404853,5.1398616,483.24,910.8997204303741,0.0036540017,0.0,0.8443747460842133,-3274.0822117314137,-0.014743243,5
948,0.0010548523206751054,-3556.2496916376754,14.615116138854864,149056.05,407108,5.1386366,490.49,915.5136637687683,0.0029952973,0.0,0.650118499994278,-3291.034064788096,-0.012437333,3
955,0.0010471204188481676,-3599.782277101437,14.630803916944869,108908.06,409175,5.1258254,474.43,920.0682055950165,0.0048332443,0.0,0.8243288993835449,-3300.2492075715986,-0.010004571,7
963,0.0010384215991692627,-3042.091617784084,14.612703985519332,54574.43,411571,5.121231,457.24,924.674863576889,0.003769094,0.0,0.8006088733673096,-3270.5071727384293,-0.015028387,8
965,0.0010362694300518134,-2925.9835098509184,14.603519642064779,58045.45,413136,5.132497,452.77,929.2774088382721,0.003827386,0.0,0.7726255655288696,-3267.526789427612,-0.013002582,2
971,0.0010298661174047373,-3264.2020297617196,14.599136909671657,227310.42,415449,5.139551,466.46,933.8769326210022,0.0033972948,0.0,0.8031183481216431,-3275.323753445,-0.01582005,6
975,0.0010256410256410256,-3308.2768496945587,14.585006750114731,51368.035,417318,5.1293135,463.06,938.4642493724823,0.0026691027,0.0,0.8295961022377014,-3269.619085005134,-0.011957265,4
983,0.002034587995930824,-3460.4237843446354,14.595103684286734,98911.89,419757,5.1228695,440.91,943.025402545929,0.0032696866,0.0,0.7453576028347015,-3259.1564166431926,-0.011016393,8
993,0.002014098690835851,-3070.989157906522,14.572326771194668,42222.918,421881,5.1220202,425.19,947.6109690666199,0.0033599325,0.0,0.8598529249429703,-3229.014463019468,-0.015092379,10
998,0.002004008016032064,-2915.2451595344014,14.588907485654657,59525.69,422882,5.1349125,406.64,952.1811747550964,0.0029493142,0.0,0.3451356887817383,-3227.1191561327637,-0.013552208,5
1002,0.001996007984031936,-2771.312625474266,14.572673629089179,48837.547,425577,5.126271,414.26,956.7213325500488,0.003179537,0.0,0.880860261619091,-3221.526611401324,-0.014814733,4
1006,0.0019880715705765406,-2617.62913629631,14.53608685413412,73782.305,427519,5.12625,415.27,961.4227366447449,0.0033284344,0.0,0.8090594559907913,-3199.120830268644,-0.01041582,4
1010,0.0019801980198019802,-2934.008831087639,14.53964423360737,120978.05,429706,5.1456437,428.42,965.9884333610535,0.0031274394,0.0,0.7029443979263306,-3208.3617665416864,-0.012592204,4
1016,0.001968503937007874,-2798.1748712689355,14.531398314808785,146815.06,431922,5.1359706,404.6,970.627683877945,0.0030695023,0.0,0.7381003201007843,-3193.060938388478,-0.011673554,6
1023,0.002932551319648094,-2535.9939235490547,14.512426477918861,225908.1,434044,5.1260376,387.32,975.1985697746277,0.00275447,0.0,0.6879808306694031,-3182.3942920121967,-0.012924114,7
1027,0.0029211295034079843,-2167.6382622488704,14.495719580989672,74540.14,436100,5.117381,383.9,979.6734488010406,0.0032889494,0.0,0.771904930472374,-3169.3807482142442,-0.012601376,4
1033,0.002904162633107454,-2007.9716967290626,14.48002827401246,20771.648,438114,5.109298,382.58,984.23805809021,0.0038167387,0.0,0.7812636643648148,-3145.5062727884438,-0.011491451,6
1039,0.0028873917228103944,-1725.6860050617092,14.456051875732879,51350.86,440265,5.114302,376.39,988.7994608879089,0.003119446,0.0,0.8650231063365936,-3125.4800160344057,-0.009676052,6
1047,0.0028653295128939827,-1386.4612345237608,14.432394023785887,101931.51,442289,5.0967574,357.32,993.2940657138824,0.0031144817,0.0,0.8073238283395767,-3104.9644036468435,-0.012882994,8
1051,0.0028544243577545195,-1395.765815259042,14.430798774314903,114716.3,444176,5.100862,363.51,997.8229937553406,0.0031372595,0.0,0.8128466010093689,-3108.452623683695,-0.010162632,4
1055,0.002843601895734597,-1256.2639321814856,14.422740426490446,65604.15,446265,5.078395,370.9,1002.3649168014526,0.0034178472,0.0,0.9037280231714249,-3106.506527439834,-0.015122144,4
1061,0.002827521206409048,-1484.5187529386242,14.430573018308548,83015.98,448416,5.0571456,377.11,1006.9608759880066,0.002358071,0.0,0.8395131677389145,-3102.487145499469,-0.011369356,6
1068,0.0028089887640449437,-1359.6752182772807,14.421323450108547,51486.957,450407,5.053513,360.63,1011.5001494884491,0.003140412,0.0,0.831557109951973,-3086.8436708785803,-0.010760147,7
1077,0.004642525533890436,-1036.7687969392455,14.41261750241438,103144.945,452557,5.0419774,341.05,1016.0906991958618,0.0029561173,0.0,0.786565363407135,-3064.8968692007234,-0.012667087,9
1083,0.0046168051708217915,-1025.5564916830635,14.384354867646874,31811.523,454584,5.036696,348.27,1020.7397165298462,0.0029764199,0.0,0.9015387073159218,-3052.914502981131,-0.011293442,6
1087,0.004599816007359705,-1270.1811306238048,14.37960285330008,85845.32,456704,5.0437465,362.73,1025.2541725635529,0.0025268637,0.0,0.8710629940032959,-3061.626636398467,-0.012707826,4
1092,0.004578754578754579,-1159.6612932690578,14.35722744438938,97961.36,458157,5.037659,365.32,1029.7764854431152,0.003524814,0.0,0.8135572671890259,-3043.943785960589,-0.01447108,5
1099,0.004549590536851683,-959.8104019658001,14.344921885116733,38165.645,460598,5.0407314,363.52,1034.4063749313354,0.0018701109,0.0,0.9085555747151375,-3025.9009211444636,-0.010573541,7
1103,0.004533091568449683,-1141.8520163551352,14.34828989844764,66538.71,462672,5.0381775,365.05,1038.8925063610077,0.0030673454,0.0,0.8165428042411804,-3035.3859227093776,-0.011267825,4
1109,0.004508566275924256,-1482.3253499729958,14.369544622617758,199932.88,464863,5.0287275,356.96,1043.4224381446838,0.002432764,0.0,0.7390361428260803,-3046.6013197908605,-0.01235814,6
1112,0.0044964028776978415,-1607.8807090813486,14.375512219966632,62811.12,466339,5.021368,355.79,1047.9163784980774,0.0031481248,0.0,0.8279304355382919,-3055.4858672499286,-0.011919253,3
1118,0.005366726296958855,-1526.0724533309508,14.367475939133735,144425.56,468588,5.0258193,360.24,1052.464174747467,0.0022527848,0.0,0.8097324520349503,-3047.6133429724546,-0.009859716,6
1124,0.005338078291814947,-1635.296790358884,14.376565557334171,64787.152,470575,5.027329,356.05,1057.081345796585,0.0027136507,0.0,0.7536940276622772,-3050.2505308366863,-0.012599293,6
1128,0.005319148936170213,-2070.2049276033445,14.383965001679078,190803.78,473024,5.025392,362.47,1061.6139323711395,0.0027540666,0.0,0.6691096127033234,-3063.916657806256,-0.014062606,4
1130,0.005309734513274336,-2107.6329560050003,14.377331313409835,39586.297,474200,5.03393,372.49,1066.1389954090118,0.002896716,0.0,0.8221582621335983,-3063.8620062613973,-0.013238501,2
1135,0.0052863436123348016,-2236.0529145329447,14.376462902600567,106981.64,477087,5.013701,375.77,1070.6532809734344,0.002466805,0.0,0.7878012806177139,-3061.672844630967,-0.011461807,5
1140,0.005263157894736842,-2590.0590826201715,14.39185564228431,104956.6,479211,5.0128117,388.6,1075.1349399089813,0.0022536982,0.0,0.6964352130889893,-3076.777617104053,-0.011981409,5
1144,0.005244755244755245,-2764.4737234117147,14.412130176405404,40947.684,480761,5.018073,395.57,1079.6542346477509,0.001961103,0.0,0.8397001326084137,-3081.101529074469,-0.011590544,4
1150,0.0052173913043478265,-2446.6280443673604,14.37228315135327,49566.273,483154,5.017074,390.64,1084.2811424732208,0.002675532,0.0,0.816786378622055,-3053.1549177713946,-0.011607465,6
1154,0.005199306759098787,-2461.1855999477602,14.371794428477612,50749.254,484473,5.0207777,383.04,1088.823298215866,0.0022730115,0.0,0.5858753621578217,-3052.9242145478656,-0.011796825,4
1157,0.005185825410544511,-2448.092168569193,14.35960589291381,38381.395,486341,5.0070133,391.61,1093.3392372131348,0.0025647692,0.0,0.7753327488899231,-3049.260742593546,-0.013555529,3
1161,0.00516795865633075,-2802.300785611954,14.38762127922182,162258.55,489189,5.0115414,407.73,1097.8535602092743,0.0025740492,0.0,0.8470065295696259,-3076.6313005479174,-0.011613291,4
1166,0.005145797598627788,-3068.234485626404,14.395125997145282,68728.93,491455,5.02426,417.97,1102.4211037158966,0.0031325447,0.0,0.8657992333173752,-3081.6399743126917,-0.010867715,5
1171,0.005123825789923143,-3074.948690263848,14.39484915131798,92995.66,493043,5.0162554,416.16,1106.9781630039215,0.0028445453,0.0,0.7858089953660965,-3081.630607090267,-0.012611183,5
1176,0.00510204081632653,-3360.651354354315,14.408222424043409,148028.16,495300,5.0008945,429.76,1111.5206208229065,0.003073323,0.0,0.8488433808088303,-3099.4370860036433,-0.013438265,5
1180,0.005084745762711864,-3549.7106434837456,14.399450318052482,25075.387,497418,4.9787297,440.59,1115.9960169792175,0.0019482882,0.0,0.8584343940019608,-3097.055929637466,-0.009962686,4
1184,0.005067567567567568,-3729.3953405254647,14.41124227686638,192113.2,499009,4.9944158,441.54,1120.5086524486542,0.0023571248,0.0,0.7792321592569351,-3107.78726366301,-0.011758912,4
1188,0.005050505050505051,-3836.8753598408857,14.425088822431636,61437.58,501370,4.970323,445.84,1125.0380923748016,0.002331882,0.0,0.8496008813381195,-3125.3282438973583,-0.011827259,4
1193,0.005029337803855826,-4059.139517121285,14.431666058013716,105419.48,503468,4.9781175,447.14,1129.5327653884888,0.00296081,0.0,0.8124142289161682,-3132.0152389607356,-0.014851181,5
1197,0.005012531328320802,-4271.623829772991,14.432203444433163,101368.93,505734,4.993683,457.8,1134.10253572464,0.002579926,0.0,0.8361369371414185,-3139.062827151141,-0.014117277,4
1201,0.004995836802664446,-4579.37225114589,14.443701393575823,169352.88,507780,4.9778905,459.68,1138.6811809539795,0.0020823264,0.0,0.8728156536817551,-3156.148896795466,-0.013354775,4
1205,0.004979253112033195,-4621.99274232378,14.458316288056224,81930.85,509811,4.980789,465.42,1143.2941346168518,0.0022061577,0.0,0.8489435762166977,-3169.8873887429995,-0.008915137,4
1208,0.004966887417218543,-4576.187424766806,14.464417559973956,145549.28,511470,4.9904027,466.83,1147.9955217838287,0.0019171883,0.0,0.8053288906812668,-3175.121271351485,-0.010501238,3
1218,0.0049261083743842365,-4563.116869205693,14.47251843860958,52463.92,513738,4.989587,451.5,1152.6437084674835,0.0025004647,0.0,0.8841817006468773,-3172.038919838894,-0.012521351,10
1224,0.005718954248366013,-4559.951647273807,14.467782778275648,183188.77,515643,4.9830685,450.68,1157.3370563983917,0.0026213396,0.0,0.833442822098732,-3173.592125316843,-0.012171844,6
1228,0.005700325732899023,-4481.086456305257,14.468640149773336,77403.43,517704,4.9830685,446.8,1162.0211381912231,0.0021921925,0.0,0.8707237243652344,-3179.3213645244155,-0.010830098,4
1233,0.0056772100567721,-4657.424406954714,14.471215305049354,65551.01,520062,4.9976516,436.46,1166.6150796413422,0.002144453,0.0,0.8680086880922318,-3190.478997514022,-0.011927656,5
1237,0.005658852061438965,-4702.667813148678,14.488701997228555,39272.77,521644,4.9992375,434.17,1171.098981142044,0.0020127892,0.0,0.8568409532308578,-3203.899306526704,-0.01055181,4
1242,0.005636070853462158,-4866.533217820714,14.4978852855493,167347.12,524177,5.0053096,447.83,1175.628633260727,0.0021925066,0.0,0.8202406913042068,-3217.780105002172,-0.0122138485,5
1245,0.005622489959839358,-4953.629862287746,14.499926517065653,96557.914,526214,5.0112157,444.95,1180.1611516475677,0.001894778,0.0,0.822136715054512,-3227.3989722729666,-0.011265509,3
1249,0.005604483586869495,-5309.5682651033885,14.512703125605949,54718.46,527782,4.9944015,450.21,1184.6765158176422,0.0021009042,0.0,0.7514236718416214,-3232.095067055065,-0.011363113,4
1258,0.005564387917329093,-4882.697292947612,14.49773812576977,33859.41,530154,4.9987025,422.7,1189.1812546253204,0.0026378317,0.0,0.822685718536377,-3203.8569678556782,-0.012402985,9
1261,0.0055511498810467885,-4858.174556447302,14.504084967559908,38518.75,532038,5.015727,428.49,1193.6958458423615,0.0016795818,0.0,0.8873183354735374,-3217.911495305997,-0.010653721,3
1267,0.0055248618784530384,-4942.541700932051,14.504509029127336,132846.72,534503,5.005461,429.61,1198.2614440917969,0.0021176615,0.0,0.7989788800477982,-3226.950123582888,-0.011604813,6
1275,0.006274509803921568,-4662.921615835625,14.524406056204148,87878.734,536508,4.993605,419.1,1202.8318104743958,0.002122229,0.0,0.8256821930408478,-3217.0065702904644,-0.012621567,8
1278,0.006259780907668232,-4449.688713344966,14.511485156432663,80227.81,537993,4.998917,409.3,1207.3274714946747,0.0020059233,0.0,0.8335024118423462,-3211.4138734352873,-0.010526447,3
1282,0.0062402496099844,-4532.058119020205,14.51625512639451,86109.24,540579,5.0033565,417.55,1211.8408477306366,0.0021360442,0.0,0.8802695348858833,-3221.682781743999,-0.012140678,4
1287,0.006216006216006216,-4346.3605796496595,14.51949186811311,177975.02,542603,5.007399,413.32,1216.3947439193726,0.0018055742,0.0,0.8585074990987778,-3222.00688243222,-0.011723012,5
1290,0.006201550387596899,-4231.907385832191,14.515044097827484,60138.316,544099,5.0041947,415.31,1220.9596796035767,0.0019383226,0.0,0.8542435467243195,-3225.257977437866,-0.00819621,3
1295,0.006177606177606178,-4455.60714013964,14.518834184042658,178219.83,546275,5.012404,415.01,1225.4968416690826,0.0029031509,0.0,0.7973196655511856,-3231.986516334365,-0.010794366,5
1299,0.006158583525789068,-4175.04955749789,14.502703039711902,58112.52,548232,5.010187,417.4,1230.0204784870148,0.0021431781,0.0,0.8750193789601326,-3223.687886312449,-0.011075197,4
1307,0.00612088752869166,-3622.8688650111058,14.504009445389912,70554.9,550662,5.0241103,392.77,1234.6349394321442,0.002154188,0.0,0.8194562792778015,-3211.332804485806,-0.011816382,8
1311,0.006864988558352402,-3334.356031654635,14.478354670250836,77121.52,552049,5.023131,399.19,1239.2699694633484,0.0016517265,0.0,0.8919888138771057,-3189.845420599968,-0.009790954,4
1317,0.00683371298405467,-3439.7517477686715,14.47992613699865,147266.31,554731,5.0312943,413.71,1243.9239430427551,0.0019791608,0.0,0.805362656712532,-3194.94194418192,-0.011747421,6
1322,0.00680786686838124,-3576.2596216636985,14.475889501584847,218347.56,556836,5.02603,416.28,1248.4683783054352,0.002199922,0.0,0.79201640188694,-3198.69244970894,-0.012804219,5
1327,0.006782215523737754,-3542.8508800988197,14.495493639488663,101192.87,558886,5.030986,412.63,1252.977600812912,0.0021375963,0.0,0.9029705226421356,-3208.436766186507,-0.01273223,5
1334,0.006746626686656672,-3040.9956013430096,14.478582795730027,30556.867,561119,5.029089,403.19,1257.483241558075,0.0024127152,0.0,0.8380241245031357,-3186.1637897753453,-0.012321042,7
1338,0.006726457399103139,-2920.5095103981666,14.47309491393982,26093.771,563005,5.0198207,406.78,1261.969797372818,0.0015963668,0.0,0.8961739987134933,-3187.7023333198863,-0.0099747535,4
1344,0.006696428571428571,-2748.0918537318666,14.473636502878346,33221.953,565244,5.01236,396.68,1266.4854862689972,0.0025206672,0.0,0.9452781565487385,-3187.2086239331757,-0.011125365,6
1354,0.0066469719350073855,-2672.7418662544997,14.469891911766897,136014.78,567134,5.0040636,379.62,1271.0640950202942,0.0018863142,0.0,0.8546865433454514,-3178.236542669103,-0.011304799,10
1360,0.006617647058823529,-2561.9299281813496,14.45184929265356,78350.29,568915,4.998017,375.27,1275.6061506271362,0.0018794785,0.0,0.8935400396585464,-3164.8019131184774,-0.009714925,6
1365,0.006593406593406593,-2358.812301785702,14.444962105046773,88902.664,571119,5.007989,371.45,1280.136964082718,0.001576486,0.0,0.8969575688242912,-3164.206293742076,-0.011629313,5
1369,0.006574141709276844,-2540.6737345082024,14.441301179192832,41736.586,572934,5.01152,379.49,1284.6831002235413,0.002006608,0.0,0.9103935286402702,-3165.915024570008,-0.00846821,4
1372,0.006559766763848397,-2562.9971513357495,14.446196320474092,53452.484,575269,5.0149946,389.88,1289.1884968280792,0.0017518151,0.0,0.8662159889936447,-3174.276861376986,-0.010475483,3
1376,0.006540697674418605,-2772.717754567655,14.447781122786854,133995.27,577148,5.0256863,400.77,1293.7656209468842,0.0014943905,0.0,0.8189955055713654,-3178.932343121216,-0.009620525,4
1381,0.0065170166545981175,-2627.2077758571395,14.446714808744838,143614.02,579493,5.019378,396.36,1298.3175659179688,0.0014482493,0.0,0.7265758812427521,-3179.1782324280243,-0.008262092,5
1387,0.006488824801730353,-2575.4983914912723,14.441579626997493,47283.5,581558,5.0053606,389.55,1302.8747992515564,0.0015300211,0.0,0.819602832198143,-3175.394878759477,-0.0092801,6
1395,0.0064516129032258064,-2304.495472722066,14.432991113738867,54373.42,583592,5.0006313,373.17,1307.4664523601532,0.0016227085,0.0,0.815233901143074,-3165.4997031721937,-0.009835802,8
1401,0.006423982869379015,-2178.364955534393,14.408312317072875,132449.25,585492,5.004613,364.73,1311.9604842662811,0.0016690731,0.0,0.7845989912748337,-3151.7298541644323,-0.010136621,6
1406,0.006401137980085348,-2141.0933086631794,14.38613551142533,50261.25,587536,5.003397,369.59,1316.4944636821747,0.002041012,0.0,0.918179526925087,-3137.052997887597,-0.007794003,5
1412,0.006373937677053824,-2242.9733873657765,14.36981782246444,78125.695,589759,5.0113215,362.04,1321.004516363144,0.0016788901,0.0,0.9071472659707069,-3130.544085391284,-0.009805908,6
1415,0.0063604240282685515,-2424.953497461941,14.370494523202188,86871.66,591266,5.0199785,370.32,1325.5888073444366,0.0015265176,0.0,0.8777081519365311,-3139.3555499501854,-0.010304708,3
1418,0.006346967559943582,-2576.4682480370666,14.383332123942564,73784.266,593285,5.014908,381.07,1330.1677412986755,0.001735423,0.0,0.8042547255754471,-3148.372969498837,-0.009103816,3
1421,0.0063335679099225895,-2555.522574030788,14.378975407926019,102829.24,595951,5.012537,397.55,1334.6720223426819,0.0015740265,0.0,0.708219587802887,-3149.4765955089333,-0.010335818,3
1427,0.006306937631394534,-2298.3333276595913,14.383191259592088,78088.58,597520,5.0084233,386.34,1339.3202013969421,0.0018997355,0.0,0.8940083831548691,-3144.6593703542076,-0.011775212,6
1433,0.006978367062107467,-2560.5681089939117,14.37928570623723,88361.15,599841,5.0293593,387.91,1343.958126783371,0.0013842812,0.0,0.8305844217538834,-3144.0516388716983,-0.011109527,6
1438,0.006954102920723227,-2495.8490053690753,14.369568744730534,49920.613,602046,5.030395,390.41,1348.4901156425476,0.0014432017,0.0,0.879411093890667,-3139.590140833738,-0.008962591,5
1443,0.00693000693000693,-2318.8681696563704,14.35463266184845,21570.752,603611,5.02469,384.58,1353.036868095398,0.0011835934,0.0,0.9498886354267597,-3128.865234094309,-0.00946091,5
1448,0.006906077348066298,-2575.379410398011,14.363080860398005,113136.04,605997,5.014664,402.53,1357.5641951560974,0.0014629179,0.0,0.8936324939131737,-3141.393998679323,-0.009589549,5
1455,0.006872852233676976,-2777.5768980480016,14.377365653668607,88900.2,607567,5.002335,402.22,1362.1360449790955,0.0027828712,0.0,0.8368140757083893,-3143.9006435636215,-0.009215321,7
1460,0.00684931506849315,-2914.3631138834985,14.376644397966716,61015.805,609878,4.9908543,409.63,1366.6791055202484,0.0018215554,0.0,0.8841368556022644,-3147.648570705123,-0.009777186,5
